DT,WEEK,CITY,SPOC,ORDERS_TOTAL,IGCC,inc_%
2026-03-19,12,Nellore,CX,670,2,0.30%
2026-03-19,12,Kanpur,CX,532,3,0.56%
2026-03-19,12,Thiruvananthapuram,Pod,6124,27,0.44%
2026-03-19,12,Aurangabad,CX,488,3,0.61%
2026-03-19,12,Pune,WH,26597,23,0.09%
2026-03-19,12,Karaikkudi,WH,364,3,0.82%
2026-03-19,12,Pondicherry,CX,1411,2,0.14%
2026-03-19,12,Patiala,CX,476,1,0.21%
2026-03-19,12,Vellore,Pod,860,2,0.23%
2026-03-19,12,Udaipur,Pod,633,6,0.95%
2026-03-19,12,Shivamogga,Sourcing,469,1,0.21%
2026-03-19,12,Bhilai,CX,146,2,1.37%
2026-03-19,12,Ajmer,Sourcing,205,1,0.49%
2026-03-19,12,Jhansi,Pod,334,1,0.30%
2026-03-19,12,Guntur,CX,1677,3,0.18%
2026-03-19,12,Vellore,Sourcing,860,1,0.12%
2026-03-19,12,Indore,Pod,2076,22,1.06%
2026-03-19,12,Madurai,Sourcing,1395,2,0.14%
2026-03-19,12,Lucknow,CX,3312,4,0.12%
2026-03-19,12,Kanchipuram,CX,423,1,0.24%
2026-03-19,12,Mysore,Pod,3269,18,0.55%
2026-03-19,12,Manipal,WH,1049,1,0.10%
2026-03-19,12,Vadodara,Pod,1207,11,0.91%
2026-03-19,12,Aurangabad,Pod,488,4,0.82%
2026-03-19,12,Bhubaneswar,Sourcing,4076,6,0.15%
2026-03-19,12,Siliguri,Sourcing,416,4,0.96%
2026-03-19,12,Ujjain,CX,359,1,0.28%
2026-03-19,12,Faridabad,Sourcing,1892,3,0.16%
2026-03-19,12,Ongole,WH,120,2,1.67%
2026-03-19,12,Tirupur,CX,763,2,0.26%
2026-03-19,12,Amritsar,WH,419,1,0.24%
2026-03-19,12,Vapi,CX,473,1,0.21%
2026-03-19,12,Muzaffarpur,Pod,244,1,0.41%
2026-03-19,12,Jamshedpur,Sourcing,602,4,0.66%
2026-03-19,12,Coimbatore,CX,4693,10,0.21%
2026-03-19,12,Tirupur,Pod,763,4,0.52%
2026-03-19,12,Chennai,Sourcing,35199,50,0.14%
2026-03-19,12,Guwahati,Pod,1133,27,2.38%
2026-03-19,12,Chandigarh,Pod,5098,28,0.55%
2026-03-19,12,Lucknow,Pod,3312,28,0.85%
2026-03-19,12,Delhi,Sourcing,24276,101,0.42%
2026-03-19,12,Guntur,WH,1677,1,0.06%
2026-03-19,12,Tumakuru,CX,490,1,0.20%
2026-03-19,12,Ludhiana,Sourcing,1059,1,0.09%
2026-03-19,12,Madurai,Pod,1395,6,0.43%
2026-03-19,12,Mangaluru,Pod,2987,17,0.57%
2026-03-19,12,Noida 1,WH,10323,10,0.10%
2026-03-19,12,Kolkata,CX,12578,27,0.21%
2026-03-20,12,Jamshedpur,CX,499,1,0.20%
2026-03-20,12,Anantapur,Sourcing,529,1,0.19%
2026-03-20,12,Guntur,Sourcing,1394,1,0.07%
2026-03-20,12,Guwahati,Sourcing,1203,1,0.08%
2026-03-20,12,Kozhikode,CX,1996,3,0.15%
2026-03-20,12,Vijayawada,WH,2490,7,0.28%
2026-03-20,12,Noida,CX,2991,6,0.20%
2026-03-20,12,Patna,Pod,2362,30,1.27%
2026-03-20,12,Surat,Sourcing,1443,1,0.07%
2026-03-20,12,Kakinada,Pod,490,2,0.41%
2026-03-20,12,Silchar,Pod,533,2,0.38%
2026-03-20,12,Guntur,CX,1394,6,0.43%
2026-03-20,12,Mangaluru,Pod,2788,13,0.47%
2026-03-20,12,Khammam,Sourcing,632,2,0.32%
2026-03-20,12,Faridabad,Pod,1775,16,0.90%
2026-03-20,12,Aligarh,WH,213,1,0.47%
2026-03-20,12,Silchar,Sourcing,533,1,0.19%
2026-03-20,12,Allahabad,Pod,194,1,0.52%
2026-03-20,12,Ludhiana,Pod,1072,6,0.56%
2026-03-20,12,Aligarh,Pod,213,3,1.41%
2026-03-20,12,Mangaluru,CX,2788,9,0.32%
2026-03-20,12,Coimbatore,WH,3890,5,0.13%
2026-03-20,12,Gurgaon,Pod,10937,75,0.69%
2026-03-20,12,Thrissur,CX,3281,1,0.03%
2026-03-20,12,Vizianagaram,Pod,108,2,1.85%
2026-03-20,12,Belgaum,Pod,444,1,0.23%
2026-03-20,12,Kozhikode,WH,1996,2,0.10%
2026-03-20,12,Kolkata,CX,12919,23,0.18%
2026-03-20,12,Kochi,Sourcing,12297,21,0.17%
2026-03-20,12,Thrissur,WH,3281,2,0.06%
2026-03-20,12,Raipur,Pod,555,5,0.90%
2026-03-20,12,Bhubaneswar,Sourcing,3793,3,0.08%
2026-03-20,12,Nanded,Pod,135,1,0.74%
2026-03-20,12,Hubli,CX,383,1,0.26%
2026-03-20,12,Guwahati,CX,1203,5,0.42%
2026-03-20,12,Patiala,Pod,407,1,0.25%
2026-03-20,12,Udaipur,Sourcing,688,2,0.29%
2026-03-20,12,Gwalior,Sourcing,600,1,0.17%
2026-03-20,12,Bathinda,Sourcing,139,1,0.72%
2026-03-20,12,Jaipur,Sourcing,3237,4,0.12%
2026-03-20,12,Pune,WH,20876,20,0.10%
2026-03-20,12,Moradabad,WH,339,1,0.30%
2026-03-20,12,Noida,WH,2991,3,0.10%
2026-03-20,12,Pune,CX,20876,76,0.36%
2026-03-20,12,Eluru,CX,107,4,3.74%
2026-03-20,12,Lucknow,Pod,2781,16,0.58%
2026-03-20,12,Kolkata,Sourcing,12919,17,0.13%
2026-03-20,12,Udaipur,Pod,688,9,1.31%
2026-03-20,12,Trichy,Sourcing,1125,3,0.27%
2026-03-20,12,Noida,Pod,2991,7,0.23%
2026-03-20,12,Agra,Pod,309,3,0.97%
2026-03-20,12,Gurgaon,WH,10937,6,0.05%
2026-03-20,12,Guntur,WH,1394,2,0.14%
2026-03-20,12,Eluru,Pod,107,2,1.87%
2026-03-20,12,Jodhpur,Pod,228,5,2.19%
2026-03-20,12,Mumbai,WH,33750,24,0.07%
2026-03-20,12,Guwahati,WH,1203,1,0.08%
2026-03-20,12,Pondicherry,CX,1262,4,0.32%
2026-03-20,12,Kurukshetra,Pod,120,1,0.83%
2026-03-20,12,Kanchipuram,Sourcing,318,1,0.31%
2026-03-20,12,Thoothukudi,CX,552,1,0.18%
2026-03-20,12,Mysore,Sourcing,2645,5,0.19%
2026-03-20,12,Nagpur,CX,1227,1,0.08%
2026-03-20,12,Bangalore,CX,75236,260,0.35%
2026-03-20,12,Chandigarh,WH,5295,2,0.04%
2026-03-20,12,Meerut,Sourcing,622,1,0.16%
2026-03-20,12,Nagpur,Pod,1227,7,0.57%
2026-03-20,12,Davanagere,Pod,222,1,0.45%
2026-03-20,12,Shivamogga,Pod,477,2,0.42%
2026-03-20,12,Jaipur,CX,3237,12,0.37%
2026-03-20,12,Nagpur,WH,1227,1,0.08%
2026-03-20,12,Vizag,Sourcing,2871,3,0.10%
2026-03-20,12,Jabalpur,Pod,395,1,0.25%
2026-03-20,12,Vijayawada,Sourcing,2490,2,0.08%
2026-03-20,12,Warangal,CX,982,8,0.81%
2026-03-20,12,Nellore,CX,579,2,0.35%
2026-03-20,12,Patiala,CX,407,1,0.25%
2026-03-20,12,Anand,Pod,124,1,0.81%
2026-03-20,12,Chandigarh,CX,5295,7,0.13%
2026-03-20,12,Mysore,WH,2645,4,0.15%
2026-03-20,12,Lucknow,CX,2781,8,0.29%
2026-03-20,12,Kozhikode,Pod,1996,6,0.30%
2026-03-20,12,Vizag,Pod,2871,13,0.45%
2026-03-20,12,Lucknow,WH,2781,2,0.07%
2026-03-20,12,Ahmedabad,CX,5862,30,0.51%
2026-03-20,12,Nashik,CX,661,3,0.45%
2026-03-20,12,Surat,Pod,1443,10,0.69%
2026-03-20,12,Raipur,CX,555,1,0.18%
2026-03-20,12,Kannur,Pod,301,1,0.33%
2026-03-20,12,Dehradun,CX,1642,7,0.43%
2026-03-20,12,Noida 1,Sourcing,8584,15,0.17%
2026-03-20,12,Hyderabad,Sourcing,41262,62,0.15%
2026-03-20,12,Coimbatore,CX,3890,7,0.18%
2026-03-20,12,Delhi,Sourcing,19993,62,0.31%
2026-03-20,12,Kochi,Pod,12297,52,0.42%
2026-03-20,12,Mathura,Sourcing,182,1,0.55%
2026-03-20,12,Tirupur,Sourcing,703,3,0.43%
2026-03-20,12,Tirupati,CX,1428,3,0.21%
2026-03-20,12,Mumbai,Sourcing,33750,79,0.23%
2026-03-20,12,Dibrugarh,Pod,371,6,1.62%
2026-03-20,12,Thiruvananthapuram,Sourcing,6304,20,0.32%
2026-03-20,12,Salem,Sourcing,1023,1,0.10%
2026-03-20,12,Jamshedpur,Pod,499,5,1.00%
2026-03-20,12,Ranchi,CX,887,3,0.34%
2026-03-20,12,Gwalior,WH,600,1,0.17%
2026-03-20,12,Latur,Pod,154,1,0.65%
2026-03-20,12,Rudrapur,Pod,170,1,0.59%
2026-03-20,12,Rajahmundry,CX,491,2,0.41%
2026-03-20,12,Khammam,Pod,632,5,0.79%
2026-03-20,12,Roorkee,CX,201,1,0.50%
2026-03-20,12,Hyderabad,Pod,41262,386,0.94%
2026-03-20,12,Dibrugarh,Sourcing,371,1,0.27%
2026-03-20,12,Chandigarh,Pod,5295,23,0.43%
2026-03-20,12,Vadodara,CX,1304,3,0.23%
2026-03-20,12,Davanagere,Sourcing,222,1,0.45%
2026-03-20,12,Kakinada,CX,490,3,0.61%
2026-03-20,12,Kolkata,WH,12919,2,0.02%
2026-03-20,12,Thanjavur,Pod,701,6,0.86%
2026-03-20,12,Kurnool,Pod,822,10,1.22%
2026-03-20,12,Kakinada,WH,490,1,0.20%
2026-03-20,12,Kakinada,Sourcing,490,2,0.41%
2026-03-20,12,Guwahati,Pod,1203,27,2.24%
2026-03-20,12,Coimbatore,Sourcing,3890,6,0.15%
2026-03-20,12,Central Goa,CX,4409,8,0.18%
2026-03-20,12,Varanasi,WH,1043,2,0.19%
2026-03-20,12,Warangal,Sourcing,982,2,0.20%
2026-03-20,12,Meerut,CX,622,1,0.16%
2026-03-20,12,Varanasi,Sourcing,1043,1,0.10%
2026-03-20,12,Pondicherry,Sourcing,1262,1,0.08%
2026-03-20,12,Kota,WH,615,1,0.16%
2026-03-20,12,Cuttack,Sourcing,366,1,0.27%
2026-03-20,12,Dibrugarh,CX,371,2,0.54%
2026-03-20,12,Surat,CX,1443,1,0.07%
2026-03-20,12,Siliguri,Pod,362,6,1.66%
2026-03-20,12,Vizag,CX,2871,6,0.21%
2026-03-20,12,Aurangabad,CX,417,1,0.24%
2026-03-20,12,Tirunelveli,Pod,650,1,0.15%
2026-03-20,12,Dehradun,Sourcing,1642,1,0.06%
2026-03-20,12,Silchar,CX,533,1,0.19%
2026-03-20,12,Kota,Pod,615,1,0.16%
2026-03-20,12,Khammam,WH,632,1,0.16%
2026-03-20,12,Kanchipuram,Pod,318,1,0.31%
2026-03-20,12,Karimnagar,Sourcing,379,1,0.26%
2026-03-20,12,Delhi,Pod,19993,131,0.66%
2026-03-20,12,Patna,Sourcing,2362,10,0.42%
2026-03-20,12,Dehradun,WH,1642,1,0.06%
2026-03-20,12,Indore,Pod,1808,19,1.05%
2026-03-20,12,Nizamabad,Pod,108,1,0.93%
2026-03-20,12,Karur,Pod,372,4,1.08%
2026-03-20,12,Alappuzha,Pod,488,1,0.20%
2026-03-20,12,Thanjavur,Sourcing,701,1,0.14%
2026-03-20,12,Manipal,CX,1000,1,0.10%
2026-03-20,12,Patiala,Sourcing,407,2,0.49%
2026-03-20,12,Nellore,Pod,579,4,0.69%
2026-03-20,12,Varanasi,Pod,1043,5,0.48%
2026-03-20,12,Thrissur,Pod,3281,5,0.15%
2026-03-20,12,Warangal,Pod,982,5,0.51%
2026-03-20,12,Ahmedabad,Sourcing,5862,11,0.19%
2026-03-20,12,Hyderabad,CX,41262,106,0.26%
2026-03-20,12,Bangalore,WH,75236,36,0.05%
2026-03-20,12,Mumbai,CX,33750,59,0.17%
2026-03-20,12,Madurai,Sourcing,1204,3,0.25%
2026-03-20,12,Bathinda,CX,139,2,1.44%
2026-03-20,12,Berhampur,Pod,168,2,1.19%
2026-03-20,12,Amritsar,Pod,418,1,0.24%
2026-03-20,12,Karnal,Pod,123,1,0.81%
2026-03-20,12,Bhubaneswar,CX,3793,6,0.16%
2026-03-20,12,Shivamogga,Sourcing,477,1,0.21%
2026-03-20,12,Ranchi,Pod,887,7,0.79%
2026-03-20,12,Pune,Sourcing,20876,43,0.21%
2026-03-20,12,Madurai,WH,1204,3,0.25%
2026-03-20,12,Palakkad,Sourcing,597,1,0.17%
2026-03-20,12,Mysore,Pod,2645,13,0.49%
2026-03-20,12,Chennai,WH,28409,26,0.09%
2026-03-20,12,Indore,Sourcing,1808,4,0.22%
2026-03-20,12,Central Goa,Sourcing,4409,12,0.27%
2026-03-20,12,Kollam,Pod,1321,2,0.15%
2026-03-20,12,Meerut,Pod,622,4,0.64%
2026-03-20,12,Faridabad,Sourcing,1775,6,0.34%
2026-03-20,12,Bilaspur,Pod,159,1,0.63%
2026-03-20,12,Kochi,CX,12297,13,0.11%
2026-03-20,12,Central Goa,WH,4409,1,0.02%
2026-03-20,12,Tirupur,Pod,703,1,0.14%
2026-03-20,12,Salem,WH,1023,2,0.20%
2026-03-20,12,Guntur,Pod,1394,12,0.86%
2026-03-20,12,Jaipur,WH,3237,6,0.19%
2026-03-20,12,Chennai,Sourcing,28409,54,0.19%
2026-03-20,12,Kolkata,Pod,12919,83,0.64%
2026-03-20,12,Moradabad,CX,339,1,0.30%
2026-03-20,12,Aurangabad,Pod,417,3,0.72%
2026-03-20,12,Ahmedabad,WH,5862,3,0.05%
2026-03-20,12,Chandigarh,Sourcing,5295,4,0.08%
2026-03-20,12,Noida 1,WH,8584,8,0.09%
2026-03-20,12,Sri Ganganagar,CX,256,2,0.78%
2026-03-20,12,Thoothukudi,Pod,552,3,0.54%
2026-03-20,12,Aurangabad,Sourcing,417,1,0.24%
2026-03-20,12,Kurnool,WH,822,1,0.12%
2026-03-20,12,Thiruvananthapuram,WH,6304,2,0.03%
2026-03-20,12,Mangaluru,WH,2788,1,0.04%
2026-03-20,12,Vijayawada,Pod,2490,13,0.52%
2026-03-20,12,Anantapur,Pod,529,7,1.32%
2026-03-20,12,Bangalore,Sourcing,75236,73,0.10%
2026-03-20,12,Indore,CX,1808,4,0.22%
2026-03-20,12,Siliguri,CX,362,6,1.66%
2026-03-20,12,Bangalore,Pod,75236,597,0.79%
2026-03-20,12,Noida 1,CX,8584,26,0.30%
2026-03-20,12,Hyderabad,WH,41262,40,0.10%
2026-03-20,12,Chennai,Pod,28409,220,0.77%
2026-03-20,12,Trichy,Pod,1125,6,0.53%
2026-03-20,12,Tumakuru,Pod,475,1,0.21%
2026-03-20,12,Muzaffarpur,Pod,205,1,0.49%
2026-03-20,12,Thiruvallur,CX,242,2,0.83%
2026-03-20,12,Vizag,WH,2871,3,0.10%
2026-03-20,12,Thanjavur,CX,701,2,0.29%
2026-03-20,12,Jaipur,Pod,3237,10,0.31%
2026-03-20,12,Cuttack,Pod,366,2,0.55%
2026-03-20,12,Central Goa,Pod,4409,27,0.61%
2026-03-20,12,Pondicherry,Pod,1262,5,0.40%
2026-03-20,12,Madurai,Pod,1204,4,0.33%
2026-03-20,12,Faridabad,CX,1775,6,0.34%
2026-03-20,12,Jabalpur,Sourcing,395,1,0.25%
2026-03-20,12,Trichy,WH,1125,1,0.09%
2026-03-20,12,Surat,WH,1443,1,0.07%
2026-03-20,12,Bhimavaram,CX,120,1,0.83%
2026-03-20,12,Vadodara,WH,1304,1,0.08%
2026-03-20,12,Panipat,Sourcing,323,1,0.31%
2026-03-20,12,Karimnagar,Pod,379,2,0.53%
2026-03-20,12,Ahmednagar,WH,91,1,1.10%
2026-03-20,12,Lucknow,Sourcing,2781,1,0.04%
2026-03-20,12,Bhubaneswar,WH,3793,3,0.08%
2026-03-20,12,Patna,CX,2362,10,0.42%
2026-03-20,12,Jalandhar,Pod,237,2,0.84%
2026-03-20,12,Udaipur,CX,688,4,0.58%
2026-03-20,12,Ahmedabad,Pod,5862,60,1.02%
2026-03-20,12,Belgaum,Sourcing,444,1,0.23%
2026-03-20,12,Anantapur,WH,529,1,0.19%
2026-03-20,12,Bikaner,Sourcing,164,1,0.61%
2026-03-20,12,Vadodara,Sourcing,1304,1,0.08%
2026-03-20,12,Jalandhar,CX,237,1,0.42%
2026-03-20,12,Gwalior,Pod,600,2,0.33%
2026-03-20,12,Nashik,Pod,661,1,0.15%
2026-03-20,12,Kota,Sourcing,615,1,0.16%
2026-03-20,12,Salem,Pod,1023,4,0.39%
2026-03-20,12,Bhopal,CX,921,3,0.33%
2026-03-20,12,Rajkot,Pod,562,4,0.71%
2026-03-20,12,Chennai,CX,28409,94,0.33%
2026-03-20,12,Coimbatore,Pod,3890,27,0.69%
2026-03-20,12,Moradabad,Pod,339,3,0.89%
2026-03-20,12,Shivamogga,CX,477,1,0.21%
2026-03-20,12,Bikaner,CX,164,2,1.22%
2026-03-20,12,Kozhikode,Sourcing,1996,1,0.05%
2026-03-20,12,Nagpur,Sourcing,1227,3,0.24%
2026-03-20,12,Muzaffarpur,Sourcing,205,1,0.49%
2026-03-20,12,Siliguri,WH,362,1,0.28%
2026-03-20,12,Jabalpur,WH,395,1,0.25%
2026-03-20,12,Bhimavaram,Sourcing,120,1,0.83%
2026-03-20,12,Dehradun,Pod,1642,12,0.73%
2026-03-20,12,Vijayawada,CX,2490,7,0.28%
2026-03-20,12,Madurai,CX,1204,3,0.25%
2026-03-20,12,Bilaspur,WH,159,1,0.63%
2026-03-20,12,Gurgaon,CX,10937,24,0.22%
2026-03-20,12,Patna,WH,2362,3,0.13%
2026-03-20,12,Thrissur,Sourcing,3281,5,0.15%
2026-03-20,12,Mumbai,Pod,33750,198,0.59%
2026-03-20,12,Jodhpur,CX,228,8,3.51%
2026-03-20,12,Bhopal,Pod,921,8,0.87%
2026-03-20,12,Noida 1,Pod,8584,61,0.71%
2026-03-20,12,Tirupati,Pod,1428,10,0.70%
2026-03-20,12,Tirunelveli,CX,650,1,0.15%
2026-03-20,12,Kanchipuram,CX,318,2,0.63%
2026-03-20,12,Thiruvananthapuram,Pod,6304,33,0.52%
2026-03-20,12,Delhi,CX,19993,66,0.33%
2026-03-20,12,Ujjain,Pod,316,2,0.63%
2026-03-20,12,Kanpur,Pod,550,3,0.55%
2026-03-20,12,Vadodara,Pod,1304,12,0.92%
2026-03-20,12,Manipal,Pod,1000,7,0.70%
2026-03-20,12,Nellore,WH,579,2,0.35%
2026-03-20,12,Vellore,Pod,799,1,0.13%
2026-03-20,12,Mysore,CX,2645,9,0.34%
2026-03-20,12,Rohtak,Pod,382,5,1.31%
2026-03-20,12,Bhubaneswar,Pod,3793,20,0.53%
2026-03-20,12,Nellore,Sourcing,579,1,0.17%
2026-03-20,12,Ongole,Pod,94,1,1.06%
2026-03-20,12,Kurnool,Sourcing,822,1,0.12%
2026-03-20,12,Thiruvananthapuram,CX,6304,14,0.22%
2026-03-20,12,Vapi,Sourcing,356,2,0.56%
2026-03-20,12,Gurgaon,Sourcing,10937,44,0.40%
2026-03-20,12,Sri Ganganagar,Pod,256,1,0.39%
2026-03-20,12,Bareilly,Pod,148,1,0.68%
2026-03-20,12,Ludhiana,Sourcing,1072,2,0.19%
2026-03-20,12,Kurnool,CX,822,2,0.24%
2026-03-20,12,Kochi,WH,12297,4,0.03%
2026-03-20,12,Delhi,WH,19993,11,0.06%
2026-03-20,12,Pune,Pod,20876,195,0.93%
2026-03-20,12,Jhansi,Pod,288,1,0.35%
2026-03-20,12,Indore,WH,1808,6,0.33%
2026-03-20,12,Rajahmundry,Pod,491,3,0.61%
2026-03-20,12,Noida,Sourcing,2991,9,0.30%
2026-03-20,12,Ujjain,CX,316,1,0.32%
2026-03-20,12,Gorakhpur,Pod,285,1,0.35%
2026-03-21,12,Kurnool,Sourcing,745,6,0.81%
2026-03-21,12,Noida 1,Sourcing,8597,28,0.33%
2026-03-21,12,Rohtak,Sourcing,332,2,0.60%
2026-03-21,12,Amritsar,CX,398,1,0.25%
2026-03-21,12,Eluru,Pod,91,3,3.30%
2026-03-21,12,Shivamogga,WH,449,1,0.22%
2026-03-21,12,Kollam,CX,1083,1,0.09%
2026-03-21,12,Patna,WH,2416,1,0.04%
2026-03-21,12,Allahabad,Pod,236,2,0.85%
2026-03-21,12,Nellore,Pod,582,1,0.17%
2026-03-21,12,Udaipur,Pod,646,8,1.24%
2026-03-21,12,Meerut,WH,566,1,0.18%
2026-03-21,12,Thrissur,Pod,2841,7,0.25%
2026-03-21,12,Central Goa,Sourcing,4741,5,0.11%
2026-03-21,12,Mumbai,Pod,34593,268,0.77%
2026-03-21,12,Sri Ganganagar,WH,252,2,0.79%
2026-03-21,12,Kochi,Pod,10210,33,0.32%
2026-03-21,12,Kozhikode,CX,1879,3,0.16%
2026-03-21,12,Dibrugarh,Pod,346,3,0.87%
2026-03-21,12,Delhi,CX,20955,72,0.34%
2026-03-21,12,Ahmedabad,Pod,5975,65,1.09%
2026-03-21,12,Faridabad,Pod,1687,15,0.89%
2026-03-21,12,Noida,Pod,2955,23,0.78%
2026-03-21,12,Mysore,CX,2649,4,0.15%
2026-03-21,12,Karaikkudi,Pod,329,2,0.61%
2026-03-21,12,Mysore,Sourcing,2649,7,0.26%
2026-03-21,12,Tirupati,Pod,1345,8,0.59%
2026-03-21,12,Vellore,Pod,740,4,0.54%
2026-03-21,12,Ranchi,Sourcing,747,1,0.13%
2026-03-21,12,Eluru,CX,91,1,1.10%
2026-03-21,12,Kochi,CX,10210,17,0.17%
2026-03-21,12,Aurangabad,WH,433,1,0.23%
2026-03-21,12,Vellore,CX,740,1,0.14%
2026-03-21,12,Jabalpur,CX,379,1,0.26%
2026-03-21,12,Bathinda,Pod,122,2,1.64%
2026-03-21,12,Vizag,Sourcing,2772,5,0.18%
2026-03-21,12,Ludhiana,Pod,1179,4,0.34%
2026-03-21,12,Bhubaneswar,CX,3912,9,0.23%
2026-03-21,12,Anand,Sourcing,100,2,2.00%
2026-03-21,12,Nagpur,Sourcing,1120,3,0.27%
2026-03-21,12,Thoothukudi,Pod,629,5,0.79%
2026-03-21,12,Tirupati,Sourcing,1345,3,0.22%
2026-03-21,12,Mangaluru,WH,2776,3,0.11%
2026-03-21,12,Davanagere,Pod,197,2,1.02%
2026-03-21,12,Siliguri,CX,389,1,0.26%
2026-03-21,12,Karur,Pod,378,1,0.26%
2026-03-21,12,Thoothukudi,CX,629,1,0.16%
2026-03-21,12,Coimbatore,Pod,4302,33,0.77%
2026-03-21,12,Bangalore,Pod,81592,559,0.69%
2026-03-21,12,Hyderabad,Pod,44230,414,0.94%
2026-03-21,12,Madurai,CX,1395,3,0.22%
2026-03-21,12,Thiruvananthapuram,CX,5923,11,0.19%
2026-03-21,12,Vizag,WH,2772,6,0.22%
2026-03-21,12,Agra,Pod,254,2,0.79%
2026-03-21,12,Central Goa,CX,4741,5,0.11%
2026-03-21,12,Rajahmundry,WH,379,1,0.26%
2026-03-21,12,Lucknow,CX,3041,5,0.16%
2026-03-21,12,Alappuzha,Pod,383,2,0.52%
2026-03-21,12,Mangaluru,Sourcing,2776,3,0.11%
2026-03-21,12,Roorkee,Sourcing,169,3,1.78%
2026-03-21,12,Thiruvananthapuram,Sourcing,5923,4,0.07%
2026-03-21,12,Bikaner,CX,149,1,0.67%
2026-03-21,12,Manipal,Pod,843,5,0.59%
2026-03-21,12,Pondicherry,WH,1283,2,0.16%
2026-03-21,12,Jhansi,Pod,170,1,0.59%
2026-03-21,12,Bareilly,CX,213,1,0.47%
2026-03-21,12,Surat,Sourcing,1429,1,0.07%
2026-03-21,12,Khammam,Pod,538,3,0.56%
2026-03-21,12,Lucknow,Pod,3041,6,0.20%
2026-03-21,12,Kanpur,Pod,580,5,0.86%
2026-03-21,12,Vijayawada,Sourcing,2110,3,0.14%
2026-03-21,12,Chandigarh,WH,6040,2,0.03%
2026-03-21,12,Karaikkudi,CX,329,3,0.91%
2026-03-21,12,Siliguri,Pod,389,3,0.77%
2026-03-21,12,Raipur,CX,577,2,0.35%
2026-03-21,12,Jamshedpur,Pod,508,5,0.98%
2026-03-21,12,Ujjain,Sourcing,339,1,0.30%
2026-03-21,12,Hubli,CX,421,2,0.48%
2026-03-21,12,Kakinada,CX,394,1,0.25%
2026-03-21,12,Jaipur,Pod,3324,18,0.54%
2026-03-21,12,Durgapur,CX,27,1,3.70%
2026-03-21,12,Patiala,CX,480,2,0.42%
2026-03-21,12,Kolkata,Sourcing,13277,27,0.20%
2026-03-21,12,Noida 1,Pod,8597,82,0.95%
2026-03-21,12,Nellore,Sourcing,582,1,0.17%
2026-03-21,12,Kurnool,CX,745,3,0.40%
2026-03-21,12,Meerut,Pod,566,1,0.18%
2026-03-21,12,Faridabad,Sourcing,1687,6,0.36%
2026-03-21,12,Thiruvananthapuram,Pod,5923,27,0.46%
2026-03-21,12,Bilaspur,CX,176,1,0.57%
2026-03-21,12,Manipal,CX,843,3,0.36%
2026-03-21,12,Aligarh,Sourcing,193,1,0.52%
2026-03-21,12,Gwalior,Pod,452,2,0.44%
2026-03-21,12,Guntur,WH,1279,1,0.08%
2026-03-21,12,Madurai,Sourcing,1395,2,0.14%
2026-03-21,12,Bhopal,Pod,1016,11,1.08%
2026-03-21,12,Delhi,Sourcing,20955,69,0.33%
2026-03-21,12,Guwahati,Pod,1237,17,1.37%
2026-03-21,12,Mumbai,Sourcing,34593,86,0.25%
2026-03-21,12,Rudrapur,Sourcing,142,1,0.70%
2026-03-21,12,Patna,Pod,2416,26,1.08%
2026-03-21,12,Surat,Pod,1429,8,0.56%
2026-03-21,12,Nagpur,Pod,1120,7,0.63%
2026-03-21,12,Warangal,Pod,1018,7,0.69%
2026-03-21,12,Faridabad,CX,1687,3,0.18%
2026-03-21,12,Madurai,Pod,1395,7,0.50%
2026-03-21,12,Central Goa,WH,4741,1,0.02%
2026-03-21,12,Madurai,WH,1395,2,0.14%
2026-03-21,12,Thiruvallur,Pod,296,2,0.68%
2026-03-21,12,Patna,Sourcing,2416,6,0.25%
2026-03-21,12,Thrissur,CX,2841,3,0.11%
2026-03-21,12,Thanjavur,Pod,727,5,0.69%
2026-03-21,12,Tirupati,CX,1345,3,0.22%
2026-03-21,12,Ludhiana,Sourcing,1179,2,0.17%
2026-03-21,12,Kanchipuram,CX,349,2,0.57%
2026-03-21,12,Ambala,Sourcing,277,1,0.36%
2026-03-21,12,Thrissur,Sourcing,2841,1,0.04%
2026-03-21,12,Bhilai,Pod,147,1,0.68%
2026-03-21,12,Anantapur,Pod,438,2,0.46%
2026-03-21,12,Kottayam,Sourcing,540,3,0.56%
2026-03-21,12,Silchar,WH,512,1,0.20%
2026-03-21,12,Guwahati,Sourcing,1237,1,0.08%
2026-03-21,12,Hubli,Pod,421,3,0.71%
2026-03-21,12,Shivamogga,Pod,449,2,0.45%
2026-03-21,12,Gorakhpur,Pod,310,2,0.65%
2026-03-21,12,Cuttack,Pod,389,3,0.77%
2026-03-21,12,Thoothukudi,Sourcing,629,1,0.16%
2026-03-21,12,Kolkata,WH,13277,7,0.05%
2026-03-21,12,Gurgaon,WH,11413,9,0.08%
2026-03-21,12,Vijayawada,CX,2110,4,0.19%
2026-03-21,12,Sri Ganganagar,Pod,252,3,1.19%
2026-03-21,12,Moradabad,Pod,347,6,1.73%
2026-03-21,12,Trichy,Sourcing,1152,1,0.09%
2026-03-21,12,Aurangabad,CX,433,1,0.23%
2026-03-21,12,Nashik,WH,654,1,0.15%
2026-03-21,12,Kozhikode,Pod,1879,7,0.37%
2026-03-21,12,Varanasi,Sourcing,1161,4,0.34%
2026-03-21,12,Ahmedabad,CX,5975,16,0.27%
