DT,WEEK,CITY,SPOC,ORDERS_TOTAL,IGCC,inc_%
2026-07-11,28,Kannur,Pod,313,1,0.32%
2026-07-11,28,Agra,CX,457,2,0.44%
2026-07-11,28,Karur,Sourcing,448,1,0.22%
2026-07-11,28,Salem,CX,1262,4,0.32%
2026-07-11,28,Thrissur,Sourcing,3581,1,0.03%
2026-07-11,28,Jalandhar,Pod,435,8,1.84%
2026-07-11,28,Hyderabad,WH,44959,53,0.12%
2026-07-11,28,Vizag,CX,3460,11,0.32%
2026-07-11,28,Mysore,WH,2764,8,0.29%
2026-07-11,28,Khammam,Pod,680,5,0.74%
2026-07-11,28,Vapi,Sourcing,698,2,0.29%
2026-07-11,28,Kakinada,Pod,567,2,0.35%
2026-07-11,28,Sri Ganganagar,CX,448,2,0.45%
2026-07-11,28,Manipal,WH,1110,2,0.18%
2026-07-11,28,Jamshedpur,CX,1188,1,0.08%
2026-07-11,28,Lucknow,CX,3210,2,0.06%
2026-07-11,28,Patna,WH,3624,12,0.33%
2026-07-11,28,Thiruvananthapuram,Pod,6645,30,0.45%
2026-07-11,28,Cuddalore,CX,152,1,0.66%
2026-07-11,28,Bhubaneswar,WH,6006,1,0.02%
2026-07-11,28,Pune,CX,24217,106,0.44%
2026-07-11,28,Gorakhpur,Sourcing,507,3,0.59%
2026-07-11,28,Coimbatore,CX,4368,6,0.14%
2026-07-11,28,Nashik,CX,1076,4,0.37%
2026-07-11,28,Aurangabad,Pod,565,7,1.24%
2026-07-11,28,Noida 1,WH,10430,9,0.09%
2026-07-11,28,Vapi,CX,698,1,0.14%
2026-07-11,28,Berhampur,Pod,329,3,0.91%
2026-07-11,28,Meerut,Sourcing,969,5,0.52%
2026-07-11,28,Pune,Pod,24217,281,1.16%
2026-07-11,28,Bilaspur,CX,242,5,2.07%
2026-07-11,28,Kota,Pod,194,4,2.06%
2026-07-11,28,Chandigarh,Pod,5771,76,1.32%
2026-07-11,28,Mysore,Sourcing,2764,7,0.25%
2026-07-11,28,Tirunelveli,Pod,938,11,1.17%
2026-07-11,28,Bhilai,WH,219,1,0.46%
2026-07-11,28,Thiruvananthapuram,WH,6645,1,0.02%
2026-07-11,28,Indore,WH,2093,1,0.05%
2026-07-11,28,Nizamabad,WH,211,2,0.95%
2026-07-11,28,Coimbatore,WH,4368,1,0.02%
2026-07-11,28,Vadodara,Pod,1565,10,0.64%
2026-07-11,28,Karur,CX,448,1,0.22%
2026-07-11,28,Kanpur,Pod,780,2,0.26%
2026-07-11,28,Ludhiana,Sourcing,1516,5,0.33%
2026-07-11,28,Bangalore,WH,85867,120,0.14%
2026-07-11,28,Mumbai,Sourcing,44521,59,0.13%
2026-07-11,28,Coimbatore,Pod,4368,33,0.76%
2026-07-11,28,Faridabad,Pod,2089,40,1.91%
2026-07-11,28,Nanded,Pod,162,1,0.62%
2026-07-11,28,Bhopal,Sourcing,1619,3,0.19%
2026-07-11,28,Panipat,Sourcing,612,5,0.82%
2026-07-11,28,Gurgaon,CX,13401,46,0.34%
2026-07-11,28,Raipur,WH,995,1,0.10%
2026-07-11,28,Eluru,Pod,211,2,0.95%
2026-07-11,28,Patna,Pod,3624,57,1.57%
2026-07-11,28,Roorkee,Pod,257,1,0.39%
2026-07-11,28,Noida,CX,4266,25,0.59%
2026-07-11,28,Pondicherry,CX,1698,9,0.53%
2026-07-11,28,Noida 1,Sourcing,10430,60,0.58%
2026-07-11,28,Moradabad,Pod,459,4,0.87%
2026-07-11,28,Kanchipuram,CX,542,4,0.74%
2026-07-11,28,Central Goa,Sourcing,4887,14,0.29%
2026-07-11,28,Thiruvananthapuram,Sourcing,6645,5,0.08%
2026-07-11,28,Siliguri,WH,779,1,0.13%
2026-07-11,28,Dibrugarh,Sourcing,422,1,0.24%
2026-07-11,28,Vijayawada,CX,2498,1,0.04%
2026-07-11,28,Kochi,WH,12920,2,0.02%
2026-07-11,28,Bikaner,CX,226,1,0.44%
2026-07-11,28,Cuttack,Sourcing,744,2,0.27%
2026-07-11,28,Ranchi,Sourcing,1433,2,0.14%
2026-07-11,28,Anantapur,CX,689,1,0.15%
2026-07-11,28,Raipur,Sourcing,995,3,0.30%
2026-07-11,28,Belgaum,Pod,464,4,0.86%
2026-07-11,28,Muzaffarpur,CX,298,2,0.67%
2026-07-11,28,Jabalpur,Pod,547,7,1.28%
2026-07-11,28,Raipur,Pod,995,18,1.81%
2026-07-11,28,Nellore,WH,1025,1,0.10%
2026-07-11,28,Allahabad,Pod,353,3,0.85%
2026-07-11,28,Vizag,Sourcing,3460,9,0.26%
2026-07-11,28,Chandigarh,WH,5771,7,0.12%
2026-07-11,28,Ambala,Pod,429,2,0.47%
2026-07-11,28,Karimnagar,Pod,526,3,0.57%
2026-07-11,28,Thiruvananthapuram,CX,6645,7,0.11%
2026-07-11,28,Lucknow,Sourcing,3210,9,0.28%
2026-07-11,28,Manipal,Sourcing,1110,3,0.27%
2026-07-11,28,Bhubaneswar,Sourcing,6006,12,0.20%
2026-07-11,28,Lucknow,WH,3210,6,0.19%
2026-07-11,28,Noida 1,Pod,10430,158,1.51%
2026-07-11,28,Chennai,WH,37637,23,0.06%
2026-07-11,28,Hyderabad,Sourcing,44959,121,0.27%
2026-07-11,28,Kolhapur,Sourcing,387,2,0.52%
2026-07-11,28,Bikaner,Sourcing,226,2,0.89%
2026-07-11,28,Bareilly,Pod,329,1,0.30%
2026-07-11,28,Udaipur,Sourcing,957,2,0.21%
2026-07-11,28,Nanded,CX,162,1,0.62%
2026-07-11,28,Tirunelveli,CX,938,2,0.21%
2026-07-11,28,Warangal,CX,1395,8,0.57%
2026-07-11,28,Surat,Pod,1210,9,0.74%
2026-07-11,28,Nagpur,Sourcing,1407,4,0.28%
2026-07-11,28,Mumbai,CX,44521,241,0.54%
2026-07-11,28,Bhilai,Sourcing,219,3,1.37%
2026-07-11,28,Rajkot,CX,771,2,0.26%
2026-07-11,28,Kurnool,Pod,776,11,1.42%
2026-07-11,28,Madurai,Pod,1829,18,0.98%
2026-07-11,28,Thrissur,CX,3581,4,0.11%
2026-07-11,28,Aligarh,Sourcing,357,4,1.12%
2026-07-11,28,Ahmedabad,CX,6278,22,0.35%
2026-07-11,28,Amritsar,Pod,558,4,0.72%
2026-07-11,28,Vellore,Pod,1209,5,0.41%
2026-07-11,28,Noida,Sourcing,4266,22,0.52%
2026-07-11,28,Thoothukudi,Sourcing,814,2,0.25%
2026-07-11,28,Dibrugarh,Pod,422,1,0.24%
2026-07-11,28,Noida 1,CX,10430,27,0.26%
2026-07-11,28,Coimbatore,Sourcing,4368,5,0.11%
2026-07-11,28,Mathura,Sourcing,246,1,0.41%
2026-07-11,28,Amritsar,Sourcing,558,1,0.18%
2026-07-11,28,Patiala,WH,589,1,0.17%
2026-07-11,28,Vellore,WH,1209,1,0.08%
2026-07-11,28,Agra,Sourcing,457,2,0.44%
2026-07-11,28,Warangal,Sourcing,1395,3,0.22%
2026-07-11,28,Mysore,Pod,2764,19,0.69%
2026-07-11,28,Pune,Sourcing,24217,74,0.31%
2026-07-11,28,Panipat,Pod,612,11,1.80%
2026-07-11,28,Ongole,Pod,304,3,0.99%
2026-07-11,28,Tirupur,Pod,833,6,0.72%
2026-07-11,28,Chennai,Pod,37637,398,1.06%
2026-07-11,28,Varanasi,CX,1376,1,0.07%
2026-07-11,28,Rajahmundry,Sourcing,647,2,0.31%
2026-07-11,28,Ujjain,Pod,316,1,0.32%
2026-07-11,28,Warangal,WH,1395,1,0.07%
2026-07-11,28,Varanasi,Pod,1376,8,0.58%
2026-07-11,28,Latur,Pod,161,2,1.24%
2026-07-11,28,Udaipur,CX,957,6,0.63%
2026-07-11,28,Trichy,Sourcing,1405,1,0.07%
2026-07-11,28,Udaipur,WH,957,3,0.31%
2026-07-11,28,Thiruvallur,Pod,390,20,5.13%
2026-07-11,28,Jamshedpur,WH,1188,1,0.08%
2026-07-11,28,Mumbai,Pod,44521,881,1.98%
2026-07-11,28,Salem,WH,1262,3,0.24%
2026-07-11,28,Rohtak,Sourcing,587,1,0.17%
2026-07-11,28,Trichy,CX,1405,2,0.14%
2026-07-11,28,Kolhapur,Pod,387,1,0.26%
2026-07-11,28,Salem,Pod,1262,5,0.40%
2026-07-11,28,Surat,Sourcing,1210,2,0.17%
2026-07-11,28,Tirupur,WH,833,2,0.24%
2026-07-11,28,Aligarh,CX,357,3,0.84%
2026-07-11,28,Hubli,Pod,479,4,0.84%
2026-07-11,28,Karur,Pod,448,2,0.45%
2026-07-11,28,Gorakhpur,CX,507,2,0.39%
2026-07-11,28,Rohtak,Pod,587,10,1.70%
2026-07-11,28,Pune,WH,24217,5,0.02%
2026-07-11,28,Kottayam,Pod,1054,7,0.66%
2026-07-11,28,Anand,Pod,180,1,0.56%
2026-07-11,28,Kochi,Pod,12920,60,0.46%
2026-07-11,28,Bilaspur,Pod,242,7,2.89%
2026-07-11,28,Kolkata,WH,14389,20,0.14%
2026-07-11,28,Ujjain,CX,316,3,0.95%
2026-07-11,28,Vadodara,CX,1565,1,0.06%
2026-07-11,28,Meerut,Pod,969,9,0.93%
2026-07-11,28,Rajahmundry,Pod,647,5,0.77%
2026-07-11,28,Ahmedabad,Sourcing,6278,17,0.27%
2026-07-11,28,Chandigarh,CX,5771,23,0.40%
2026-07-11,28,Kolkata,CX,14389,37,0.26%
2026-07-11,28,Bhubaneswar,CX,6006,22,0.37%
2026-07-11,28,Gurgaon,Pod,13401,218,1.63%
2026-07-11,28,Nellore,CX,1025,2,0.20%
2026-07-11,28,Alappuzha,Pod,568,2,0.35%
2026-07-11,28,Tirupati,CX,1623,2,0.12%
2026-07-11,28,Vizianagaram,WH,192,1,0.52%
2026-07-11,28,Madurai,WH,1829,1,0.05%
2026-07-11,28,Jalandhar,WH,435,2,0.46%
2026-07-11,28,Saharanpur,CX,154,1,0.65%
2026-07-11,28,Palakkad,Sourcing,732,1,0.14%
2026-07-11,28,Kochi,CX,12920,23,0.18%
2026-07-11,28,Guwahati,Pod,1599,18,1.13%
2026-07-11,28,Karimnagar,Sourcing,526,2,0.38%
2026-07-11,28,Bhilai,CX,219,2,0.91%
2026-07-11,28,Guntur,Sourcing,1736,4,0.23%
2026-07-11,28,Bathinda,Pod,238,4,1.68%
2026-07-11,28,Bhopal,CX,1619,4,0.25%
2026-07-11,28,Gwalior,CX,701,1,0.14%
2026-07-11,28,Ambala,CX,429,3,0.70%
2026-07-11,28,Anantapur,Pod,689,1,0.15%
2026-07-11,28,Rajahmundry,WH,647,1,0.15%
2026-07-11,28,Surat,CX,1210,2,0.17%
2026-07-11,28,Guwahati,Sourcing,1599,4,0.25%
2026-07-11,28,Jamshedpur,Pod,1188,8,0.67%
2026-07-11,28,Ajmer,Pod,364,1,0.27%
2026-07-11,28,Jalandhar,Sourcing,435,4,0.92%
2026-07-11,28,Vijayawada,Sourcing,2498,2,0.08%
2026-07-11,28,Tirupati,WH,1623,1,0.06%
2026-07-11,28,Berhampur,Sourcing,329,1,0.30%
2026-07-11,28,Karaikkudi,Pod,381,2,0.52%
2026-07-11,28,Dibrugarh,CX,422,1,0.24%
2026-07-11,28,Kolhapur,WH,387,1,0.26%
2026-07-11,28,Eluru,Sourcing,211,1,0.47%
2026-07-11,28,Dindigul,Pod,126,1,0.79%
2026-07-11,28,Amravati,Pod,218,4,1.83%
2026-07-11,28,Nagercoil,WH,628,1,0.16%
2026-07-11,28,Noida,WH,4266,12,0.28%
2026-07-11,28,Manipal,Pod,1110,5,0.45%
2026-07-11,28,Thanjavur,Pod,1002,4,0.40%
2026-07-11,28,Aurangabad,CX,565,2,0.35%
2026-07-11,28,Vijayawada,WH,2498,5,0.20%
2026-07-11,28,Gurgaon,Sourcing,13401,37,0.28%
2026-07-11,28,Cuddalore,Pod,152,2,1.32%
2026-07-11,28,Jaipur,Pod,4878,67,1.37%
2026-07-11,28,Davanagere,CX,239,1,0.42%
2026-07-11,28,Shivamogga,Pod,428,2,0.47%
2026-07-11,28,Agra,Pod,457,3,0.66%
2026-07-11,28,Ahmedabad,Pod,6278,64,1.02%
2026-07-11,28,Chennai,CX,37637,152,0.40%
2026-07-11,28,Vijayawada,Pod,2498,7,0.28%
2026-07-11,28,Madurai,CX,1829,11,0.60%
2026-07-11,28,Central Goa,CX,4887,10,0.20%
2026-07-11,28,Nagpur,WH,1407,2,0.14%
2026-07-11,28,Sonipat,Pod,262,3,1.15%
2026-07-11,28,Roorkee,CX,257,2,0.78%
2026-07-11,28,Kota,CX,194,1,0.52%
2026-07-11,28,Delhi,WH,24854,18,0.07%
2026-07-11,28,Jaipur,Sourcing,4878,15,0.31%
2026-07-11,28,Guntur,WH,1736,3,0.17%
2026-07-11,28,Dehradun,Pod,1881,12,0.64%
2026-07-11,28,Patna,Sourcing,3624,18,0.50%
2026-07-12,28,Ranchi,WH,1553,3,0.19%
2026-07-12,28,Vijayawada,Sourcing,3076,5,0.16%
2026-07-12,28,Thiruvallur,CX,399,2,0.50%
2026-07-12,28,Chennai,Pod,42108,544,1.29%
2026-07-12,28,Madurai,CX,2008,4,0.20%
2026-07-12,28,Mangaluru,Pod,3065,10,0.33%
2026-07-12,28,Ongole,Pod,332,4,1.20%
2026-07-12,28,Thiruvalla,Pod,992,4,0.40%
2026-07-12,28,Kolhapur,WH,399,1,0.25%
2026-07-12,28,Meerut,CX,970,2,0.21%
2026-07-12,28,Coimbatore,Pod,5013,58,1.16%
2026-07-12,28,Pune,Pod,25740,291,1.13%
2026-07-12,28,Kanchipuram,CX,578,2,0.35%
2026-07-12,28,Mumbai,Sourcing,50199,102,0.20%
2026-07-12,28,Indore,CX,2489,11,0.44%
2026-07-12,28,Jalandhar,Pod,494,7,1.42%
2026-07-12,28,Raipur,CX,1145,4,0.35%
2026-07-12,28,Cuddalore,Pod,188,2,1.06%
2026-07-12,28,Patna,WH,3997,10,0.25%
2026-07-12,28,Karur,Pod,458,3,0.66%
2026-07-12,28,Ambala,WH,444,1,0.23%
2026-07-12,28,Kanpur,Pod,902,4,0.44%
2026-07-12,28,Thrissur,Sourcing,3662,1,0.03%
2026-07-12,28,Ongole,WH,332,1,0.30%
2026-07-12,28,Kottayam,Pod,1011,1,0.10%
2026-07-12,28,Vizag,,3837,1,0.03%
2026-07-12,28,Cuttack,Sourcing,853,1,0.12%
2026-07-12,28,Ujjain,Pod,389,5,1.29%
2026-07-12,28,Vizag,WH,3837,5,0.13%
2026-07-12,28,Allahabad,Sourcing,397,2,0.50%
2026-07-12,28,Saharanpur,CX,163,2,1.23%
2026-07-12,28,Madurai,Sourcing,2008,5,0.25%
2026-07-12,28,Amritsar,Pod,623,3,0.48%
2026-07-12,28,Rajkot,CX,920,2,0.22%
2026-07-12,28,Bareilly,Pod,311,1,0.32%
2026-07-12,28,Bhopal,Sourcing,1883,2,0.11%
2026-07-12,28,Jamshedpur,Sourcing,1314,2,0.15%
2026-07-12,28,Nellore,Sourcing,1170,1,0.09%
2026-07-12,28,Gorakhpur,Sourcing,539,1,0.19%
2026-07-12,28,Surat,Sourcing,1518,3,0.20%
2026-07-12,28,Bhubaneswar,CX,6371,15,0.24%
2026-07-12,28,Aligarh,Sourcing,384,3,0.78%
2026-07-12,28,Kurnool,WH,891,1,0.11%
2026-07-12,28,Noida,Sourcing,4771,21,0.44%
2026-07-12,28,Jabalpur,Pod,604,8,1.32%
2026-07-12,28,Panipat,WH,679,2,0.29%
2026-07-12,28,Khammam,WH,707,2,0.28%
2026-07-12,28,Tumakuru,Pod,576,1,0.17%
2026-07-12,28,Mangaluru,Sourcing,3065,3,0.10%
2026-07-12,28,Varanasi,CX,1602,8,0.50%
2026-07-12,28,Kakinada,WH,667,1,0.15%
2026-07-12,28,Kozhikode,Sourcing,2329,2,0.09%
2026-07-12,28,Patiala,Sourcing,721,5,0.69%
2026-07-12,28,Trichy,Pod,1511,16,1.06%
2026-07-12,28,Tirupati,Pod,1692,11,0.65%
2026-07-12,28,Guwahati,CX,1671,7,0.42%
2026-07-12,28,Saharanpur,,163,1,0.61%
2026-07-12,28,Ahmedabad,,6993,1,0.01%
2026-07-12,28,Kottayam,WH,1011,1,0.10%
2026-07-12,28,Karimnagar,Pod,531,3,0.57%
2026-07-12,28,Bhubaneswar,WH,6371,1,0.02%
2026-07-12,28,Warangal,Sourcing,1607,4,0.25%
2026-07-12,28,Nashik,CX,1189,1,0.08%
2026-07-12,28,Madurai,Pod,2008,9,0.45%
2026-07-12,28,Hosur,CX,65,1,1.54%
2026-07-12,28,Vizag,CX,3837,12,0.31%
2026-07-12,28,Amritsar,CX,623,1,0.16%
2026-07-12,28,Guntur,Sourcing,2022,4,0.20%
2026-07-12,28,Aligarh,WH,384,1,0.26%
2026-07-12,28,Karur,WH,458,1,0.22%
2026-07-12,28,Eluru,CX,275,1,0.36%
2026-07-12,28,Ongole,CX,332,2,0.60%
2026-07-12,28,Bathinda,CX,292,5,1.71%
2026-07-12,28,Bilaspur,Sourcing,281,2,0.71%
2026-07-12,28,Patna,Pod,3997,52,1.30%
2026-07-12,28,Kochi,Sourcing,13725,28,0.20%
2026-07-12,28,Varanasi,Sourcing,1602,2,0.12%
2026-07-12,28,Kollam,Sourcing,1611,2,0.12%
2026-07-12,28,Chandigarh,Sourcing,6124,18,0.29%
2026-07-12,28,Bilaspur,CX,281,3,1.07%
2026-07-12,28,Bikaner,Pod,294,6,2.04%
2026-07-12,28,Guwahati,Pod,1671,22,1.32%
2026-07-12,28,Gurgaon,WH,14010,14,0.10%
2026-07-12,28,Noida,Pod,4771,108,2.26%
2026-07-12,28,Noida 1,Sourcing,11036,57,0.52%
2026-07-12,28,Ludhiana,Pod,1969,18,0.91%
2026-07-12,28,Sri Ganganagar,WH,577,1,0.17%
2026-07-12,28,Jaipur,CX,5631,31,0.55%
2026-07-12,28,Jamshedpur,Pod,1314,18,1.37%
2026-07-12,28,Gurgaon,CX,14010,53,0.38%
2026-07-12,28,Allahabad,Pod,397,1,0.25%
2026-07-12,28,Bhopal,Pod,1883,17,0.90%
2026-07-12,28,Jodhpur,CX,384,3,0.78%
2026-07-12,28,Alappuzha,CX,627,1,0.16%
2026-07-12,28,Pondicherry,WH,1871,2,0.11%
2026-07-12,28,Chandigarh,WH,6124,1,0.02%
2026-07-12,28,Ajmer,,408,1,0.25%
2026-07-12,28,Tirupur,CX,1007,2,0.20%
2026-07-12,28,Gwalior,CX,755,2,0.26%
2026-07-12,28,Faridabad,WH,2172,1,0.05%
2026-07-12,28,Vizianagaram,Sourcing,220,1,0.45%
2026-07-12,28,Chennai,,42108,2,0.00%
2026-07-12,28,Kochi,WH,13725,2,0.01%
2026-07-12,28,Aligarh,Pod,384,6,1.56%
2026-07-12,28,Guwahati,Sourcing,1671,4,0.24%
2026-07-12,28,Udaipur,WH,1088,2,0.18%
2026-07-12,28,Noida 1,WH,11036,16,0.15%
2026-07-12,28,Nagpur,Pod,1628,8,0.49%
2026-07-12,28,Shivamogga,Pod,502,6,1.20%
2026-07-12,28,Bangalore,WH,86820,152,0.18%
2026-07-12,28,Rajkot,Sourcing,920,2,0.22%
2026-07-12,28,Udaipur,Sourcing,1088,3,0.28%
2026-07-12,28,Salem,Sourcing,1348,1,0.07%
2026-07-12,28,Salem,CX,1348,3,0.22%
2026-07-12,28,Chennai,WH,42108,24,0.06%
2026-07-12,28,Kochi,CX,13725,31,0.23%
2026-07-12,28,Ahmedabad,CX,6993,25,0.36%
2026-07-12,28,Panipat,CX,679,3,0.44%
2026-07-12,28,Anand,Pod,220,1,0.45%
2026-07-12,28,Silchar,CX,759,4,0.53%
2026-07-12,28,Aurangabad,Sourcing,629,2,0.32%
2026-07-12,28,Nagpur,CX,1628,3,0.18%
2026-07-12,28,Bikaner,Sourcing,294,5,1.70%
2026-07-12,28,Alappuzha,Sourcing,627,3,0.48%
2026-07-12,28,Tumakuru,WH,576,1,0.17%
2026-07-12,28,Kota,Sourcing,237,2,0.84%
2026-07-12,28,Ajmer,Sourcing,408,1,0.25%
2026-07-12,28,Indore,Pod,2489,27,1.08%
2026-07-12,28,Silchar,Pod,759,4,0.53%
2026-07-12,28,Mumbai,CX,50199,238,0.47%
2026-07-12,28,Agra,Pod,495,5,1.01%
2026-07-12,28,Dibrugarh,Pod,383,3,0.78%
2026-07-12,28,Manipal,Sourcing,1414,2,0.14%
2026-07-12,28,Patiala,CX,721,3,0.42%
2026-07-12,28,Surat,CX,1518,8,0.53%
2026-07-12,28,Jamshedpur,WH,1314,1,0.08%
2026-07-12,28,Berhampur,Pod,307,4,1.30%
2026-07-12,28,Ambala,Sourcing,444,2,0.45%
2026-07-12,28,Kurnool,Sourcing,891,2,0.22%
2026-07-12,28,Pune,Sourcing,25740,65,0.25%
2026-07-12,28,Thrissur,Pod,3662,18,0.49%
2026-07-12,28,Palakkad,Sourcing,853,3,0.35%
2026-07-12,28,Thiruvallur,Pod,399,6,1.50%
2026-07-12,28,Gurgaon,Pod,14010,217,1.55%
2026-07-12,28,Jodhpur,Pod,384,9,2.34%
2026-07-12,28,Lucknow,Pod,3758,23,0.61%
2026-07-12,28,Surat,Pod,1518,14,0.92%
2026-07-12,28,Thrissur,CX,3662,5,0.14%
2026-07-12,28,Khammam,Pod,707,1,0.14%
2026-07-12,28,Manipal,Pod,1414,6,0.42%
2026-07-12,28,Thoothukudi,Pod,927,3,0.32%
2026-07-12,28,Kottayam,CX,1011,1,0.10%
2026-07-12,28,Pune,WH,25740,6,0.02%
2026-07-12,28,Erode,CX,697,2,0.29%
2026-07-12,28,Kolkata,Sourcing,14235,63,0.44%
2026-07-12,28,Meerut,Sourcing,970,3,0.31%
2026-07-12,28,Nagercoil,,651,2,0.31%
2026-07-12,28,Mysore,CX,3142,2,0.06%
2026-07-12,28,Nagpur,Sourcing,1628,9,0.55%
2026-07-12,28,Rajkot,WH,920,1,0.11%
2026-07-12,28,Kochi,Pod,13725,72,0.52%
2026-07-12,28,Belgaum,Sourcing,571,1,0.18%
2026-07-12,28,Vijayawada,WH,3076,6,0.20%
2026-07-12,28,Udaipur,Pod,1088,18,1.65%
2026-07-12,28,Gurgaon,Sourcing,14010,37,0.26%
2026-07-12,28,Anantapur,Pod,730,2,0.27%
2026-07-12,28,Tirupati,CX,1692,4,0.24%
2026-07-12,28,Vellore,Pod,1372,5,0.36%
2026-07-12,28,Nashik,Sourcing,1189,2,0.17%
2026-07-12,28,Belgaum,CX,571,1,0.18%
2026-07-12,28,Guntur,Pod,2022,16,0.79%
2026-07-12,28,Thiruvananthapuram,WH,7632,5,0.07%
2026-07-12,28,Lucknow,CX,3758,4,0.11%
2026-07-12,28,Trichy,Sourcing,1511,3,0.20%
2026-07-12,28,Delhi,CX,26338,85,0.32%
2026-07-12,28,Rohtak,Pod,717,10,1.39%
2026-07-12,28,Tirupati,Sourcing,1692,1,0.06%
2026-07-12,28,Alappuzha,Pod,627,1,0.16%
2026-07-12,28,Vijayawada,CX,3076,11,0.36%
2026-07-12,28,Faridabad,Pod,2172,24,1.11%
2026-07-12,28,Pondicherry,CX,1871,12,0.64%
2026-07-12,28,Kozhikode,Pod,2329,12,0.52%
2026-07-12,28,Tirunelveli,WH,884,2,0.23%
2026-07-12,28,Kannur,Pod,350,3,0.86%
2026-07-12,28,Mathura,Pod,357,3,0.84%
2026-07-12,28,Delhi,Pod,26338,433,1.64%
2026-07-12,28,Ranchi,Pod,1553,12,0.77%
2026-07-12,28,Mysore,Sourcing,3142,7,0.22%
2026-07-12,28,Raipur,WH,1145,5,0.44%
2026-07-12,28,Bangalore,Pod,86820,912,1.05%
2026-07-12,28,Davanagere,Pod,263,1,0.38%
2026-07-12,28,Trichy,CX,1511,2,0.13%
2026-07-12,28,Hyderabad,,49334,1,0.00%
2026-07-12,28,Chennai,CX,42108,213,0.51%
2026-07-12,28,Nagpur,WH,1628,3,0.18%
2026-07-12,28,Salem,Pod,1348,7,0.52%
2026-07-12,28,Faridabad,Sourcing,2172,13,0.60%
2026-07-12,28,Kakinada,Sourcing,667,1,0.15%
2026-07-12,28,Bhilai,CX,263,2,0.76%
2026-07-12,28,Ambala,CX,444,1,0.23%
2026-07-12,28,Dehradun,WH,2345,1,0.04%
2026-07-12,28,Anantapur,CX,730,1,0.14%
2026-07-12,28,Muzaffarpur,Pod,282,6,2.13%
2026-07-12,28,Sri Ganganagar,Pod,577,3,0.52%
2026-07-12,28,Eluru,Pod,275,3,1.09%
2026-07-12,28,Guwahati,WH,1671,1,0.06%
2026-07-12,28,Dehradun,Pod,2345,30,1.28%
2026-07-12,28,Thiruvananthapuram,CX,7632,13,0.17%
2026-07-12,28,Ajmer,CX,408,2,0.49%
2026-07-12,28,Ranchi,Sourcing,1553,4,0.26%
2026-07-12,28,Nashik,WH,1189,3,0.25%
2026-07-12,28,Karimnagar,CX,531,2,0.38%
2026-07-12,28,Saharanpur,Pod,163,2,1.23%
2026-07-12,28,Kanpur,Sourcing,902,2,0.22%
2026-07-12,28,Meerut,Pod,970,10,1.03%
2026-07-12,28,Tirupur,Pod,1007,8,0.79%
2026-07-12,28,Cuttack,Pod,853,4,0.47%
2026-07-12,28,Noida 1,CX,11036,26,0.24%
2026-07-12,28,Moradabad,Pod,551,2,0.36%
2026-07-12,28,Jaipur,Sourcing,5631,15,0.27%
2026-07-12,28,Pondicherry,Sourcing,1871,1,0.05%
2026-07-12,28,Ahmedabad,Pod,6993,80,1.14%
2026-07-12,28,Amritsar,Sourcing,623,2,0.32%
2026-07-12,28,Kozhikode,WH,2329,2,0.09%
2026-07-12,28,Raipur,Sourcing,1145,3,0.26%
2026-07-12,28,Nizamabad,Sourcing,262,1,0.38%
2026-07-12,28,Panipat,Sourcing,679,3,0.44%
2026-07-12,28,Ajmer,Pod,408,3,0.74%
2026-07-12,28,Vellore,Sourcing,1372,1,0.07%
2026-07-12,28,Shivamogga,WH,502,1,0.20%
2026-07-12,28,Warangal,Pod,1607,13,0.81%
2026-07-12,28,Guntur,CX,2022,11,0.54%
2026-07-12,28,Rudrapur,Pod,245,1,0.41%
2026-07-12,28,Bhubaneswar,Pod,6371,40,0.63%
2026-07-12,28,Faridabad,CX,2172,24,1.11%
2026-07-12,28,Kolkata,Pod,14235,166,1.17%
2026-07-12,28,Siliguri,Pod,903,10,1.11%
2026-07-12,28,Central Goa,Pod,5246,40,0.76%
2026-07-12,28,Pune,CX,25740,95,0.37%
2026-07-12,28,Vijayawada,Pod,3076,27,0.88%
2026-07-12,28,Kolhapur,Pod,399,1,0.25%
2026-07-12,28,Palakkad,Pod,853,2,0.23%
2026-07-12,28,Rudrapur,Sourcing,245,1,0.41%
2026-07-12,28,Tirupur,Sourcing,1007,1,0.10%
2026-07-12,28,Siliguri,Sourcing,903,2,0.22%
2026-07-12,28,Gorakhpur,CX,539,3,0.56%
2026-07-12,28,Muzaffarpur,Sourcing,282,1,0.35%
2026-07-12,28,Kurnool,Pod,891,7,0.79%
2026-07-12,28,Cuttack,CX,853,5,0.59%
2026-07-12,28,Vizag,Pod,3837,43,1.12%
2026-07-12,28,Coimbatore,Sourcing,5013,12,0.24%
2026-07-12,28,Thiruvalla,CX,992,1,0.10%
2026-07-12,28,Thoothukudi,CX,927,2,0.22%
2026-07-12,28,Patna,CX,3997,9,0.23%
2026-07-12,28,Ahmedabad,WH,6993,2,0.03%
2026-07-12,28,Anantapur,Sourcing,730,1,0.14%
2026-07-12,28,Erode,WH,697,1,0.14%
2026-07-12,28,Varanasi,Pod,1602,24,1.50%
2026-07-12,28,Tirunelveli,Pod,884,4,0.45%
2026-07-12,28,Kanpur,CX,902,2,0.22%
2026-07-12,28,Ambala,Pod,444,4,0.90%
2026-07-12,28,Lonavla,Sourcing,168,1,0.60%
2026-07-12,28,Tumakuru,CX,576,1,0.17%
2026-07-12,28,Erode,Pod,697,2,0.29%
